,1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,30Y
13-06-2010,0.268112298,0.308444505,0.457546541,0.677153677,1.139101573,1.247767878,1.677100585,1.986175761,2.241026658,2.85280246
14-06-2010,0.268306053,0.31974227,0.45690941,0.680772651,1.130602425,1.251194334,1.675603431,1.994061601,2.250525746,2.873518969
15-06-2010,0.272943119,0.32234864,0.458464485,0.677947321,1.133310295,1.248831123,1.676951118,2.004602381,2.242473405,2.882637998
16-06-2010,0.283480039,0.321404092,0.441489646,0.673084745,1.143686252,1.248648179,1.668956701,2.000564182,2.249198366,2.887011866
17-06-2010,0.281568582,0.318469497,0.43835558,0.665705463,1.156609257,1.246069615,1.678693969,2.012734711,2.257184853,2.883558904
18-06-2010,0.284798423,0.318275932,0.431125965,0.668300337,1.147176939,1.25557105,1.67497703,2.014343988,2.259451156,2.881487664
19-06-2010,0.289491974,0.314476702,0.438096344,0.6575325,1.148187976,1.271082482,1.66697438,2.008922028,2.263562419,2.882924318
20-06-2010,0.292297014,0.3183902,0.443174116,0.666410099,1.151466525,1.269152421,1.672354969,2.024121083,2.262501349,2.875128084
21-06-2010,0.30115366,0.31742715,0.425792759,0.673189472,1.147183899,1.268428154,1.675010812,2.025645081,2.268176963,2.871644193
22-06-2010,0.305258506,0.315350777,0.431703243,0.678112412,1.13970039,1.277116011,1.670723104,2.032109543,2.271115262,2.886349662
23-06-2010,0.303470778,0.312556242,0.431547886,0.675686974,1.146099925,1.264185527,1.662293645,2.02356712,2.278717722,2.900034569
24-06-2010,0.302635184,0.311205669,0.432108304,0.684982,1.1386811,1.266092478,1.670095226,2.027575873,2.280234375,2.908042938
25-06-2010,0.281009326,0.316628671,0.426875698,0.670336937,1.142770721,1.277081747,1.668995638,2.03519887,2.293132601,2.918562254
26-06-2010,0.294129042,0.322565691,0.427479167,0.657521211,1.140802221,1.270335774,1.68636318,2.033791783,2.29411824,2.922974137
27-06-2010,0.294477862,0.336126099,0.422497972,0.65907807,1.134862456,1.259775594,1.681469027,2.033495489,2.290683822,2.917434769
28-06-2010,0.283227322,0.335461255,0.410460209,0.665158518,1.135521974,1.248115182,1.678995354,2.027478238,2.293237218,2.928158372
29-06-2010,0.268225942,0.336381463,0.409179147,0.670529239,1.137227547,1.242099427,1.676442923,2.021110031,2.301845275,2.928328866
30-06-2010,0.283435468,0.335896177,0.403511893,0.658419523,1.12280243,1.22942634,1.678579936,2.025179831,2.28919575,2.935489172
01-07-2010,0.27957098,0.337070521,0.416409658,0.665594238,1.120654185,1.222296802,1.661365413,2.019426604,2.287506708,2.927591736
02-07-2010,0.278520924,0.337685336,0.41461081,0.660394217,1.122003422,1.225832327,1.65264222,2.030714063,2.286718003,2.927742533
03-07-2010,0.284186639,0.339551065,0.422235903,0.662691211,1.117103923,1.228724355,1.643492411,2.031582541,2.286452163,2.926077598
04-07-2010,0.283158339,0.324496273,0.417846104,0.66343397,1.118382774,1.220502954,1.653618073,2.024653142,2.29420782,2.929495153
05-07-2010,0.277988521,0.33869876,0.408297009,0.670787203,1.126387433,1.215137993,1.664757796,2.02265277,2.296517369,2.931577728
06-07-2010,0.276914051,0.345185226,0.414644919,0.656798947,1.136822155,1.201838057,1.673018165,2.031666411,2.287789638,2.928291213
07-07-2010,0.268068413,0.343465858,0.412180645,0.663036232,1.147304625,1.213003527,1.668520821,2.029992636,2.274322132,2.921844253
08-07-2010,0.275787226,0.35639052,0.402305854,0.658296518,1.147093378,1.215244816,1.662043993,2.033385125,2.270531418,2.921728635
09-07-2010,0.2801575,0.356441899,0.398814766,0.657419639,1.146386475,1.212284728,1.659973625,2.046174302,2.275018773,2.919364792
10-07-2010,0.285733136,0.353771343,0.408199764,0.660376777,1.145528058,1.215866464,1.647406615,2.037160162,2.265467373,2.920508337
11-07-2010,0.299593256,0.371621744,0.413304172,0.664383532,1.131119596,1.211525073,1.641104345,2.032193381,2.264122223,2.916731612
12-07-2010,0.283758857,0.377605026,0.404722228,0.666297507,1.147712257,1.204169996,1.620862045,2.029905348,2.2729299,2.932398392
13-07-2010,0.27392246,0.38157862,0.400999745,0.665449921,1.168867004,1.192146234,1.622891962,2.033646893,2.28161619,2.933182257
14-07-2010,0.276386865,0.378445431,0.40315276,0.662704382,1.173839579,1.189189351,1.625908766,2.03341279,2.290624592,2.932771107
15-07-2010,0.262202605,0.388540803,0.395906902,0.657474252,1.169074289,1.200184856,1.608823372,2.058514779,2.299073047,2.934557019
16-07-2010,0.261763453,0.390825236,0.400075881,0.662635976,1.173519124,1.200901501,1.607244664,2.057304592,2.297513781,2.943627179
17-07-2010,0.266511907,0.367302127,0.405323087,0.664193866,1.173369454,1.197793354,1.616237566,2.064884804,2.291330759,2.946883598
18-07-2010,0.258738653,0.356265181,0.40030935,0.671093014,1.180994455,1.201898037,1.622038333,2.06901423,2.286198906,2.950338978
19-07-2010,0.265141929,0.362299512,0.409820656,0.676759444,1.18380604,1.210459239,1.621826162,2.061959233,2.284894371,2.944379757
20-07-2010,0.259740503,0.361143363,0.403481297,0.674295752,1.168657123,1.212165589,1.621835806,2.055422524,2.290168336,2.951880318
21-07-2010,0.246880024,0.355041564,0.397328158,0.666776527,1.175292922,1.210614979,1.619719688,2.039391625,2.29525168,2.941966251
22-07-2010,0.247359485,0.35726058,0.408213427,0.656305964,1.151136825,1.212085776,1.634123777,2.049303196,2.296928956,2.938033161
23-07-2010,0.253816466,0.34947221,0.412024289,0.660349725,1.159618504,1.234163056,1.637263105,2.045231487,2.296724361,2.923880554
24-07-2010,0.248258761,0.346197951,0.407831582,0.661568564,1.153039144,1.243131301,1.637264761,2.045157085,2.294101203,2.92512208
25-07-2010,0.254859547,0.339260909,0.40256665,0.659138756,1.142272177,1.236577239,1.633454994,2.052152198,2.296201694,2.926670799
26-07-2010,0.26166673,0.338161935,0.405690369,0.658312982,1.144395076,1.231915169,1.613944457,2.051077965,2.307583679,2.934080522
